Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2024-09-12,XYL,130.6442108154297,131.00999450683594,131.02999877929688,128.6699981689453,130.22999572753906,1241000.0
2024-09-13,XYL,130.4647216796875,130.8300018310547,132.30999755859375,130.63999938964844,131.69000244140625,995300.0
2024-09-16,XYL,132.41925048828125,132.7899932861328,133.16000366210938,130.1199951171875,132.0,977700.0
2024-09-17,XYL,132.76828002929688,133.13999938964844,134.4199981689453,132.27999877929688,133.30999755859375,993600.0
2024-09-18,XYL,132.4890594482422,132.86000061035156,134.85000610351562,131.8000030517578,133.27999877929688,1559200.0
2024-09-19,XYL,135.91944885253906,136.3000030517578,136.5800018310547,134.85000610351562,135.5500030517578,1092300.0
2024-09-20,XYL,134.43360900878906,134.80999755859375,136.30999755859375,133.77000427246094,135.82000732421875,2267000.0
2024-09-23,XYL,134.1344451904297,134.50999450683594,135.60000610351562,133.99000549316406,135.27000427246094,739500.0
2024-09-24,XYL,132.66854858398438,133.0399932861328,134.3800048828125,132.7100067138672,133.9499969482422,1373100.0
2024-09-25,XYL,133.23696899414062,133.61000061035156,134.9499969482422,133.16000366210938,133.72999572753906,971800.0
2024-09-26,XYL,133.75550842285156,134.1300048828125,135.5,134.00999450683594,134.89999389648438,847000.0
2024-09-27,XYL,134.1344451904297,134.50999450683594,136.2899932861328,133.77999877929688,134.66000366210938,691300.0
2024-09-30,XYL,134.6529998779297,135.02999877929688,135.08999633789062,132.69000244140625,133.85000610351562,1005600.0
2024-10-01,XYL,134.01478576660156,134.38999938964844,135.22999572753906,132.74000549316406,135.10000610351562,1377500.0
2024-10-02,XYL,134.00482177734375,134.3800048828125,134.72999572753906,133.2100067138672,133.52000427246094,886300.0
2024-10-03,XYL,132.68849182128906,133.05999755859375,134.08999633789062,131.97999572753906,134.08999633789062,1007800.0
2024-10-04,XYL,133.09735107421875,133.47000122070312,134.30999755859375,132.27000427246094,134.30999755859375,735000.0
2024-10-07,XYL,133.65579223632812,134.02999877929688,134.11000061035156,132.02000427246094,132.67999267578125,735500.0
2024-10-08,XYL,133.8253173828125,134.1999969482422,134.64999389648438,133.05999755859375,134.30999755859375,1108100.0
2024-10-09,XYL,135.9094696044922,136.2899932861328,136.57000732421875,133.85000610351562,134.55999755859375,989200.0
2024-10-10,XYL,133.79539489746094,134.1699981689453,135.99000549316406,134.08999633789062,135.44000244140625,922400.0
2024-10-11,XYL,136.47789001464844,136.86000061035156,137.05999755859375,134.27000427246094,134.67999267578125,812800.0
2024-10-14,XYL,136.85682678222656,137.24000549316406,137.5,136.1300048828125,137.17999267578125,657200.0
2024-10-15,XYL,136.2983856201172,136.67999267578125,138.47000122070312,136.57000732421875,137.6300048828125,899700.0
2024-10-16,XYL,137.0762176513672,137.4600067138672,137.97999572753906,136.75,136.83999633789062,978200.0
2024-10-17,XYL,134.7826385498047,135.16000366210938,138.5,134.82000732421875,137.6699981689453,1200100.0
2024-10-18,XYL,133.9449920654297,134.32000732421875,135.86000061035156,133.85000610351562,135.5,1018200.0
2024-10-21,XYL,132.15000915527344,132.52000427246094,134.64999389648438,132.33999633789062,133.91000366210938,656800.0
2024-10-22,XYL,131.00320434570312,131.3699951171875,132.25,130.5800018310547,131.6199951171875,927600.0
2024-10-23,XYL,131.35223388671875,131.72000122070312,132.60000610351562,130.91000366210938,131.13999938964844,724700.0
2024-10-24,XYL,130.28521728515625,130.64999389648438,132.22000122070312,130.02000427246094,131.83999633789062,747200.0
2024-10-25,XYL,130.0558624267578,130.4199981689453,131.77000427246094,130.02000427246094,131.47999572753906,643900.0
2024-10-28,XYL,130.42481994628906,130.7899932861328,132.24000549316406,130.77999877929688,131.50999450683594,694000.0
2024-10-29,XYL,129.52734375,129.88999938964844,130.6699981689453,128.91000366210938,130.19000244140625,972100.0
2024-10-30,XYL,129.85643005371094,130.22000122070312,130.6199951171875,129.02999877929688,129.6300048828125,1318500.0
2024-10-31,XYL,121.4399871826172,121.77999877929688,125.5999984741211,120.8499984741211,125.36000061035156,2891900.0
2024-11-01,XYL,119.12646484375,119.45999908447266,122.44000244140624,119.36000061035156,121.44000244140624,1925000.0
2024-11-04,XYL,120.50260925292967,120.83999633789062,122.1500015258789,120.25,120.25,1348300.0
2024-11-05,XYL,121.9186553955078,122.26000213623048,122.44000244140624,120.12000274658205,120.81999969482422,1085000.0
2024-11-06,XYL,123.38455200195312,123.7300033569336,125.91000366210938,122.36000061035156,125.31999969482422,2024500.0
2024-11-07,XYL,123.3147430419922,123.66000366210938,125.5999984741211,123.2699966430664,124.61000061035156,1223100.0
2024-11-08,XYL,124.02275848388672,124.37000274658205,125.11000061035156,123.4800033569336,123.8499984741211,884500.0
2024-11-11,XYL,124.2820281982422,124.62999725341795,125.06999969482422,123.12000274658205,124.58000183105467,1193900.0
2024-11-12,XYL,124.44158935546876,124.79000091552734,126.02999877929688,124.45999908447266,124.62999725341795,2744600.0
2024-11-13,XYL,123.38455200195312,123.7300033569336,125.0,122.06999969482422,123.54000091552734,2230700.0
2024-11-14,XYL,121.2904052734375,121.62999725341795,124.56999969482422,121.61000061035156,123.80999755859376,1691700.0
2024-11-15,XYL,121.4399871826172,121.77999877929688,122.68000030517578,121.01000213623048,121.7300033569336,1831300.0
2024-11-18,XYL,122.11808776855467,122.45999908447266,123.55999755859376,121.06999969482422,121.27999877929688,1459300.0
2024-11-19,XYL,121.88874053955078,122.2300033569336,122.52999877929688,120.9800033569336,121.48999786376952,1717400.0
2024-11-20,XYL,122.47708892822266,122.81999969482422,123.27999877929688,121.38999938964844,122.58999633789062,2043000.0
2024-11-21,XYL,125.00999450683594,125.36000061035156,126.97000122070312,122.9000015258789,122.9000015258789,1686200.0
2024-11-22,XYL,126.51578521728516,126.87000274658205,127.7300033569336,125.76000213623048,126.13999938964844,1365600.0
2024-11-25,XYL,128.5800018310547,128.94000244140625,129.27999877929688,126.12000274658205,127.43000030517578,4258900.0
2024-11-26,XYL,124.54000091552734,124.54000091552734,128.6699981689453,124.41999816894533,128.27000427246094,1536300.0
2024-11-27,XYL,125.61000061035156,125.61000061035156,127.08000183105467,124.93000030517578,125.44000244140624,1225200.0
2024-11-29,XYL,126.75,126.75,127.83000183105467,126.06999969482422,126.38999938964844,1084000.0
2024-12-02,XYL,127.01000213623048,127.01000213623048,127.25,125.18000030517578,126.6999969482422,1418300.0
2024-12-03,XYL,127.69000244140624,127.69000244140624,128.0,125.86000061035156,127.05999755859376,1050700.0
2024-12-04,XYL,127.54000091552734,127.54000091552734,128.4199981689453,127.2699966430664,127.94000244140624,1157300.0
2024-12-05,XYL,126.2300033569336,126.2300033569336,127.9000015258789,126.1999969482422,127.4000015258789,975600.0
2024-12-06,XYL,126.37000274658205,126.37000274658205,127.73999786376952,126.12999725341795,127.0,980200.0
2024-12-09,XYL,129.35000610351562,129.35000610351562,130.1199951171875,127.1999969482422,127.58999633789062,1933700.0
2024-12-10,XYL,128.57000732421875,128.57000732421875,130.3300018310547,126.8000030517578,129.91000366210938,1767300.0
2024-12-11,XYL,123.37999725341795,123.37999725341795,129.3699951171875,123.08000183105467,129.3699951171875,2273800.0
2024-12-12,XYL,121.06999969482422,121.06999969482422,122.87999725341795,120.76000213623048,122.08000183105467,1577500.0
2024-12-13,XYL,120.5999984741211,120.5999984741211,121.63999938964844,120.4000015258789,120.93000030517578,1353600.0
2024-12-16,XYL,120.77999877929688,120.77999877929688,122.56999969482422,120.0,120.72000122070312,1515900.0
2024-12-17,XYL,120.7699966430664,120.7699966430664,121.76000213623048,119.7300033569336,119.7300033569336,2009200.0
2024-12-18,XYL,116.91999816894533,116.91999816894533,121.55999755859376,116.87999725341795,120.79000091552734,1638500.0
2024-12-19,XYL,116.43000030517578,116.43000030517578,118.91999816894533,116.12999725341795,117.44000244140624,1708000.0
2024-12-20,XYL,117.13999938964844,117.13999938964844,118.12000274658205,115.9000015258789,116.06999969482422,2799600.0
